Na,,O2,,SiO,,K,,O,,SiO2,,Mg,,MgO,,KO,,CrO,,Fe,,FeO,,NaO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2713.62832640257,-0.364458099450938,2713.62832640257,-0.715071101367269,,,2718.67693048745,-1.53695505195762,2715.31119443086,-1.13580980287134,,,2907.60691446359,-1.7197630555543,,,,,,,2773.97116570272,-1.46018848167576,2772.52870739276,-1.78443518931208,2923.74642022063,-2.21845622930241
2732.13987471377,-0.376769548342991,2732.13987471377,-0.714869089584867,,,2737.18847879865,-1.54761377962852,2733.82274274206,-1.12710808195157,,,2924.65997715027,-1.71864956487972,,,,,,,2799.45459584542,-1.46060643153599,2791.97518238634,-1.7845602477593,2939.97407620772,-2.21377417255787
2750.65142302497,-0.389080997235044,2750.65142302497,-0.71159773839175,,,2755.70002710985,-1.55827250729942,2752.33429105327,-1.11935077315818,,,2944.18124627845,-1.71669059785212,,,,,,,2815.44184211418,-1.46063587397847,2809.55180401516,-1.78186696436642,2964.13525289961,-2.20517392442245
2769.16297133618,-0.401864652190285,2769.16297133618,-0.709979108419788,,,2774.21157542105,-1.5696395440651,2770.84583936447,-1.11017684617522,,,2963.32387010026,-1.71347943461858,,,,,,,2838.16056049611,-1.4620943314284,2830.25108076314,-1.77967391093286,2978.11908484898,-2.20025275667384
2787.67451964738,-0.414412204113932,2787.67451964738,-0.71001319966898,,,2792.72312373225,-1.58124268386237,2789.35738767567,-1.10241953738183,,,2982.64680121081,-1.71286573679019,,,,,,,2862.9828639134,-1.46591769319986,2847.41633465171,-1.77903270558718,2996.35015515547,-2.19595777580974
2806.18606795858,-0.427668065132359,2806.18606795858,-0.707686260602237,,,2811.23467204345,-1.59284582365964,2807.86893598687,-1.09537053768322,,,2991.3015510706,-1.71288167555605,,,,,,,2878.30898345677,-1.46742999429632,2870.13505303364,-1.77214875404248,,
2824.69761626978,-0.440923926150786,2824.69761626978,-0.706067630630274,,,2829.74622035465,-1.6051572725517,2826.38048429807,-1.08808543495301,,,,,,,,,,,2902.10954557117,-1.47236453155686,2887.17409182009,-1.77239179527106,,
2843.20916458098,-0.454888096263994,2843.20916458098,-0.704921206721499,,,2848.25776866586,-1.61746872144375,2844.89203260927,-1.08127253828599,,,,,,,,,,,2918.69781613575,-1.47603781334553,2907.60691446359,-1.77224924339961,,
2861.72071289219,-0.468616163345608,2861.72071289219,-0.70424698887591,,,2866.76931697706,-1.6300162733674,2863.40358092048,-1.07398743555579,,,,,,,,,,,2941.65694423601,-1.48190509442885,2925.51670996467,-1.77096807239004,,
2880.23226120339,-0.482816436490409,2880.23226120339,-0.702392255872354,,,2885.28086528826,-1.64256382529104,2881.91512923168,-1.06741064192036,,,,,,,,,,,2967.32068166745,-1.488834760668,2943.29031614582,-1.76878316057337,,
2898.74380951459,-0.497016709635211,2898.74380951459,-0.700065316805611,,,2910.52388571263,-1.66055414375923,2900.42667754288,-1.06130605434812,,,,,,,,,,,2980.86776929519,-1.49314497928742,2962.69279458965,-1.77420412496025,,
2917.25535782579,-0.511216982780012,2917.25535782579,-0.69986330502321,,,2929.03543402383,-1.67333779871447,2918.93822585408,-1.05567367283907,,,,,,,,,,,,,2979.31111636902,-1.76999652736981,,
2935.76690613699,-0.525889461988,2935.76690613699,-0.698480778082841,,,2947.54698233503,-1.6863575567013,2937.44977416528,-1.04956908526683,,,,,,,,,,,,,2991.3015510706,-1.77001860920167,,
2954.27845444819,-0.540561941195988,2954.27845444819,-0.697098251142472,,,2966.05853064623,-1.69937731468814,2955.96132247648,-1.04346449769459,,,,,,,,,,,,,,,,
2972.7900027594,-0.55547052343557,2972.7900027594,-0.694771312075729,,,2984.57007895743,-1.71546641208569,2974.47287078769,-1.03783211618554,,,,,,,,,,,,,,,,
2989.61868304231,-0.569562762695191,2989.61868304231,-0.694802304120449,,,2995.50872114132,-1.72197939028358,2990.46011705645,-1.03372975557514,,,,,,,,,,,,,,,,
